PomBase:SPAC212.08c	UniProtKB:Q9HGP7
PomBase:SPBC15D4.09c	UniProtKB:O74314
PomBase:SPBC15D4.10c	UniProtKB:O74315
PomBase:SPBC15D4.11c	UniProtKB:O74316
PomBase:SPBC15D4.12c	UniProtKB:O74317
PomBase:SPBC15D4.14	UniProtKB:O74319
PomBase:SPBC13E7.04	UniProtKB:Q9P6R6
PomBase:SPBC13E7.05	UniProtKB:Q9UTY8
PomBase:SPBC13E7.05	UniProtKB:Q9P6R5
PomBase:SPBC30D10.17c	UniProtKB:O14362
PomBase:SPBC30D10.15	UniProtKB:O14360
PomBase:SPBC30D10.14	UniProtKB:O14359
PomBase:SPBC30D10.11	UniProtKB:O14357
PomBase:SPBC30D10.08	UniProtKB:O14354
PomBase:SPBC30D10.06	UniProtKB:O14352
PomBase:SPBC30D10.02	UniProtKB:O14348
PomBase:SPBC1778.03c	UniProtKB:Q9Y7J0
PomBase:SPBC1778.04	UniProtKB:Q9Y7J1
PomBase:SPBC1778.07	UniProtKB:Q9Y7J3
PomBase:SPBC1778.08c	UniProtKB:Q9Y7J4
PomBase:SPBC1778.09	UniProtKB:Q9Y7J5
PomBase:SPBC4C3.09	UniProtKB:O43062
PomBase:SPBC4C3.08	UniProtKB:O43061
PomBase:SPBC4C3.12	UniProtKB:O43058
PomBase:SPBC4C3.03	UniProtKB:O43056
PomBase:SPBC405.01	UniProtKB:P20772
PomBase:SPBC405.03c	UniProtKB:O94654
PomBase:SPBC405.04c	UniProtKB:O94655
PomBase:SPBC609.01	UniProtKB:O94525
PomBase:SPBC609.02	UniProtKB:O94526
PomBase:SPBC609.03	UniProtKB:O94527
PomBase:SPBC776.02c	UniProtKB:P13681
PomBase:SPBC776.04	UniProtKB:O94672
PomBase:SPBC776.05	UniProtKB:O94673
PomBase:SPBC776.06c	UniProtKB:O94674
PomBase:SPBC776.07	UniProtKB:O94675
PomBase:SPBC776.10c	UniProtKB:O94677
PomBase:SPBC776.12c	UniProtKB:P50582
PomBase:SPBC776.14	UniProtKB:O94680
PomBase:SPBC776.16	UniProtKB:O94682
PomBase:SPBC21.02	UniProtKB:O94644
PomBase:SPBC21.04	UniProtKB:O94646
PomBase:SPBC21.06c	UniProtKB:P41892
PomBase:SPBC21.07c	UniProtKB:O94647
PomBase:SPBC19F8.04c	UniProtKB:O60168
PomBase:SPBC19F8.05	UniProtKB:O60169
PomBase:SPBC19F8.07	UniProtKB:Q12126
PomBase:SPBC25H2.15	UniProtKB:P87156
PomBase:SPBC25H2.10c	UniProtKB:P87151
PomBase:SPBC25H2.08c	UniProtKB:P87149
PomBase:SPBC25H2.06c	UniProtKB:P87148
PomBase:SPBC25H2.04c	UniProtKB:P87146
PomBase:SPBC20F10.02c	UniProtKB:O42972
PomBase:SPBC20F10.03	UniProtKB:O42973
PomBase:SPBC20F10.07	UniProtKB:O42976
PomBase:SPBC20F10.08c	UniProtKB:O42977
PomBase:SPBC17D11.02c	UniProtKB:O74757
PomBase:SPBC17D11.03c	UniProtKB:O74758
PomBase:SPBC17D11.06	UniProtKB:Q9US83
PomBase:SPBC17D11.06	UniProtKB:O74761
PomBase:SPBC17D1.01	UniProtKB:Q10207
PomBase:SPBC17D1.02	UniProtKB:Q10206
PomBase:SPBC17D1.06	UniProtKB:Q10202
PomBase:SPBC11C11.03	UniProtKB:Q10198
PomBase:SPBC11C11.04c	UniProtKB:Q10197
PomBase:SPBC11C11.05	UniProtKB:Q10196
PomBase:SPBC11C11.06c	UniProtKB:Q10195
PomBase:SPBC11C11.08	UniProtKB:Q10193
PomBase:SPBC11C11.09c	UniProtKB:Q76N21
PomBase:SPBC11C11.09c	UniProtKB:O74306
PomBase:SPBC11C11.10	UniProtKB:O59721
PomBase:SPBC3B8.08	UniProtKB:O59716
PomBase:SPBC3B8.06	UniProtKB:O59714
PomBase:SPBC3B8.05	UniProtKB:O59713
PomBase:SPBC3B8.03	UniProtKB:O59711
PomBase:SPBC13A2.02	UniProtKB:Q9P382
PomBase:SPBC13A2.04c	UniProtKB:Q9P380
PomBase:SPBC4B4.01c	UniProtKB:O74962
PomBase:SPBC4B4.02c	UniProtKB:O74963
PomBase:SPBC4B4.03	UniProtKB:O74964
PomBase:SPBC4B4.05	UniProtKB:O74966
PomBase:SPBC4B4.06	UniProtKB:O74967
PomBase:SPBC4B4.09	UniProtKB:O74970
PomBase:SPBC4B4.10c	UniProtKB:O74971
PomBase:SPBC4B4.11	UniProtKB:O74972
PomBase:SPBC4B4.12c	UniProtKB:O74973
PomBase:SPBC2G2.01c	UniProtKB:Q1L845
PomBase:SPBC2G2.01c	UniProtKB:O43000
PomBase:SPBC2G2.02	UniProtKB:O43001
PomBase:SPBC2G2.04c	UniProtKB:O43003
PomBase:SPBC2G2.05	UniProtKB:O43004
PomBase:SPBC2G2.08	UniProtKB:O43007
PomBase:SPBC2G2.09c	UniProtKB:O43008
PomBase:SPBC2G2.11	UniProtKB:O43010
PomBase:SPBC2G2.14	UniProtKB:O43013
PomBase:SPBC2G2.15c	UniProtKB:P78860
PomBase:SPBC1718.02	UniProtKB:Q9P7P2
PomBase:SPBC1718.04	UniProtKB:Q9P7P0
PomBase:SPBC1718.05	UniProtKB:Q9P7N9
PomBase:SPBPB7E8.01	UniProtKB:Q9C0V5
PomBase:SPBPB7E8.02	UniProtKB:Q9C0V4
PomBase:SPBC1105.04c	UniProtKB:P49777
PomBase:SPBC1105.05	UniProtKB:Q9URU6
PomBase:SPBC1105.06	UniProtKB:Q9Y821
PomBase:SPBC1105.07c	UniProtKB:Q9Y820
PomBase:SPBC1105.08	UniProtKB:Q9Y819
PomBase:SPBC1105.09	UniProtKB:Q9Y818
PomBase:SPBC1105.11c	UniProtKB:P09988
PomBase:SPBC1105.11c	UniProtKB:P10651
PomBase:SPBC1105.14	UniProtKB:Q9Y815
PomBase:SPBC1105.13c	UniProtKB:Q9Y816
PomBase:SPBC1105.15c	UniProtKB:Q9Y814
PomBase:SPBC1105.17	UniProtKB:Q9Y812
PomBase:SPBC887.01	UniProtKB:O94286
PomBase:SPBC887.02	UniProtKB:O94287
PomBase:SPBC887.04c	UniProtKB:O94289
PomBase:SPBC887.07	UniProtKB:O94292
PomBase:SPBC887.10	UniProtKB:Q9UTZ6
PomBase:SPBC887.10	UniProtKB:P87323
PomBase:SPBC887.13c	UniProtKB:O94297
PomBase:SPBC887.14c	UniProtKB:Q9UUA2
PomBase:SPBC887.16	UniProtKB:O94299
PomBase:SPBC887.18c	UniProtKB:O94301
PomBase:SPBC887.19	UniProtKB:O94302
PomBase:SPBC418.02	UniProtKB:Q9Y7X2
PomBase:SPBC16D10.02	UniProtKB:O94636
PomBase:SPBC16D10.03	UniProtKB:O94637
PomBase:SPBC16D10.04c	UniProtKB:Q9URU2
PomBase:SPBC16D10.11c	UniProtKB:O94754
PomBase:SPBP8B7.02	UniProtKB:O94252
PomBase:SPBP8B7.03c	UniProtKB:P35679
PomBase:SPBP8B7.06	UniProtKB:P08094
PomBase:SPBP8B7.09c	UniProtKB:O94258
PomBase:SPBP8B7.11	UniProtKB:O94260
PomBase:SPBP8B7.13	UniProtKB:O94262
PomBase:SPBP8B7.15c	UniProtKB:O94264
PomBase:SPBP8B7.16c	UniProtKB:P24782
PomBase:SPBP8B7.17c	UniProtKB:O94265
PomBase:SPBP8B7.18c	UniProtKB:O94266
PomBase:SPBP8B7.21	UniProtKB:O94269
PomBase:SPBP8B7.22	UniProtKB:O94270
PomBase:SPBP8B7.28c	UniProtKB:O94276
PomBase:SPBC19F5.02c	UniProtKB:O60161
PomBase:SPBC19F5.03	UniProtKB:O60162
PomBase:SPBC19F5.05c	UniProtKB:O60164
PomBase:SPBC25D12.04	UniProtKB:P36603
PomBase:SPBC13G1.14c	UniProtKB:Q1MTR2
PomBase:SPBC13G1.01c	UniProtKB:O60063
PomBase:SPBC13G1.06c	UniProtKB:O60068
PomBase:SPBC13G1.07	UniProtKB:O60069
PomBase:SPBC13G1.15c	UniProtKB:Q9C0X3
PomBase:SPBC13G1.12	UniProtKB:O60074
PomBase:SPBC31F10.03	UniProtKB:P87305
PomBase:SPBC31F10.04c	UniProtKB:P87306
PomBase:SPBC31F10.08	UniProtKB:P87309
PomBase:SPBC31F10.10c	UniProtKB:P87311
PomBase:SPBC31F10.12	UniProtKB:P87313
PomBase:SPBC31F10.16	UniProtKB:P87317
PomBase:SPBC31F10.17c	UniProtKB:P87318
PomBase:SPBC21C3.01c	UniProtKB:P87319
PomBase:SPBC21C3.02c	UniProtKB:Q9P7M1
PomBase:SPBC21C3.03	UniProtKB:Q9P7M0
PomBase:SPBC21C3.05	UniProtKB:Q9P7L8
PomBase:SPBC21C3.06	UniProtKB:Q9P7L7
PomBase:SPBC21C3.07c	UniProtKB:Q9P7L6
PomBase:SPBC21C3.10c	UniProtKB:Q9P7L3
PomBase:SPBC21C3.11	UniProtKB:Q9P7L2
PomBase:SPBC21C3.14c	UniProtKB:Q9P7L0
PomBase:SPBC21C3.17c	UniProtKB:Q9P7K7
PomBase:SPBC21C3.18	UniProtKB:Q9UQY9
PomBase:SPBC21C3.19	UniProtKB:Q9P7K6
PomBase:SPBC21C3.20c	UniProtKB:Q9P7K5
PomBase:SPBC23E6.01c	UniProtKB:O60176
PomBase:SPBC23E6.05	UniProtKB:O60180
PomBase:SPBC23E6.06c	UniProtKB:O60181
PomBase:SPBC23E6.09	UniProtKB:O60184
PomBase:SPBC211.01	UniProtKB:O60186
PomBase:SPBC211.02c	UniProtKB:Q9P7R9
PomBase:SPBC211.04c	UniProtKB:P49731
PomBase:SPBC211.05	UniProtKB:Q9P7R6
PomBase:SPBC211.08c	UniProtKB:Q9P7R3
PomBase:SPBC1604.21c	UniProtKB:O94609
PomBase:SPBC1604.17c	UniProtKB:O94729
PomBase:SPBC1604.16c	UniProtKB:O94728
PomBase:SPBC1604.08c	UniProtKB:O94374
PomBase:SPBC1604.05	UniProtKB:P78917
PomBase:SPBC1604.04	UniProtKB:O94370
PomBase:SPBC1604.03c	UniProtKB:O94369
PomBase:SPBC1677.02	UniProtKB:O94633
PomBase:SPBC26H8.02c	UniProtKB:O74786
PomBase:SPBC26H8.04c	UniProtKB:O74788
PomBase:SPBC26H8.05c	UniProtKB:O74789
PomBase:SPBC26H8.06	UniProtKB:O74790
PomBase:SPBC26H8.13c	UniProtKB:Q9P7Z8
PomBase:SPBC26H8.16	UniProtKB:C6Y4C4
PomBase:SPBC26H8.07c	UniProtKB:P05219
PomBase:SPBC26H8.08c	UniProtKB:O74791
PomBase:SPBC26H8.09c	UniProtKB:O74792
PomBase:SPBC26H8.10	UniProtKB:P37202
PomBase:SPBC26H8.11c	UniProtKB:O74793
PomBase:SPBC32C12.02	UniProtKB:P36631
PomBase:SPBC3B9.01	UniProtKB:O43030
PomBase:SPBC3B9.02c	UniProtKB:O43031
PomBase:SPBC3B9.03	UniProtKB:O43032
PomBase:SPBC3B9.04	UniProtKB:O43033
PomBase:SPBC3B9.06c	UniProtKB:O43035
PomBase:SPBC3B9.09	UniProtKB:O43038
PomBase:SPBC3B9.10	UniProtKB:P78768
PomBase:SPBC3B9.22c	UniProtKB:Q50HP4
PomBase:SPBC3B9.11c	UniProtKB:O43040
PomBase:SPBC3B9.13c	UniProtKB:P17477
PomBase:SPBC3B9.14c	UniProtKB:O43042
PomBase:SPBC3B9.15c	UniProtKB:O43043
PomBase:SPBC3B9.16c	UniProtKB:O43044
PomBase:SPBC215.01	UniProtKB:O43048
PomBase:SPBC215.03c	UniProtKB:O94308
PomBase:SPBC215.08c	UniProtKB:O94313
PomBase:SPBC215.10	UniProtKB:O94314
PomBase:SPBC215.11c	UniProtKB:O94315
PomBase:SPBC215.14c	UniProtKB:O94318
PomBase:SPBC1347.03	UniProtKB:O94756
PomBase:SPBC1347.04	UniProtKB:O94624
PomBase:SPBC1347.07	UniProtKB:O94626
PomBase:SPBC1347.10	UniProtKB:O42709
PomBase:SPBC1347.14c	UniProtKB:Q2HQL6
PomBase:SPBC1347.12	UniProtKB:O94630
PomBase:SPBC56F2.12	UniProtKB:P78827
PomBase:SPBC56F2.11	UniProtKB:O60062
PomBase:SPBC56F2.09c	UniProtKB:O60060
PomBase:SPBC56F2.07c	UniProtKB:O60058
PomBase:SPBC56F2.06	UniProtKB:O60057
PomBase:SPBC56F2.04	UniProtKB:O60055
PomBase:SPBC56F2.03	UniProtKB:O60054
PomBase:SPBC56F2.02	UniProtKB:P05734
PomBase:SPBC1861.01c	UniProtKB:Q9USR9
PomBase:SPBC1861.02	UniProtKB:Q9USY4
PomBase:SPBC1861.03	UniProtKB:Q9USY3
PomBase:SPBC1861.06c	UniProtKB:Q9USY0
PomBase:SPBC1861.08c	UniProtKB:Q9USX8
PomBase:SPBC1861.09	UniProtKB:Q9USX7
PomBase:SPBC14F5.03c	UniProtKB:Q9US72
PomBase:SPBC14F5.03c	UniProtKB:O60100
PomBase:SPBC14F5.05c	UniProtKB:O60198
PomBase:SPBC14F5.07	UniProtKB:O60103
PomBase:SPBC14F5.08	UniProtKB:O60104
PomBase:SPBC14F5.09c	UniProtKB:O60105
PomBase:SPBC14F5.13c	UniProtKB:O60109
PomBase:SPBC3F6.01c	UniProtKB:O43049
PomBase:SPBC3F6.02c	UniProtKB:O43050
PomBase:SPBC3F6.05	UniProtKB:O43052
PomBase:SPBC342.01c	UniProtKB:O43053
PomBase:SPBC342.06c	UniProtKB:Q9Y7Y5
PomBase:SPBC16G5.03	UniProtKB:O60117
PomBase:SPBC16G5.05c	UniProtKB:O60119
PomBase:SPBC16G5.07c	UniProtKB:O60121
PomBase:SPBC16G5.09	UniProtKB:O60123
PomBase:SPBC16G5.11c	UniProtKB:O60125
PomBase:SPBC16G5.13	UniProtKB:O60127
PomBase:SPBC16G5.16	UniProtKB:O60130
PomBase:SPBC16A3.18	UniProtKB:O42923
PomBase:SPBC16A3.13	UniProtKB:O42918
PomBase:SPBC16A3.12c	UniProtKB:P78898
PomBase:SPBC16A3.11	UniProtKB:O42917
PomBase:SPBC16A3.05c	UniProtKB:P41838
PomBase:SPBC16A3.04	UniProtKB:O42911
PomBase:SPBC16A3.03c	UniProtKB:O42910
PomBase:SPBC16A3.02c	UniProtKB:O42909
PomBase:SPBC16A3.01	UniProtKB:P48008
PomBase:SPBC543.02c	UniProtKB:Q9HGM9
PomBase:SPBC543.04	UniProtKB:Q9HGM7
PomBase:SPBC543.07	UniProtKB:Q9Y884
PomBase:SPBC16C6.14	UniProtKB:C6Y4C2
PomBase:SPBC16C6.05	UniProtKB:O42929
PomBase:SPBC16C6.06	UniProtKB:O42930
PomBase:SPBC16C6.07c	UniProtKB:O42931
PomBase:SPBC16C6.09	UniProtKB:Q9US82
PomBase:SPBC16C6.09	UniProtKB:O42933
PomBase:SPBC16C6.10	UniProtKB:O42934
PomBase:SPBC16C6.11	UniProtKB:O42935
PomBase:SPBC16C6.13c	UniProtKB:O42937
PomBase:SPBC244.01c	UniProtKB:O60187
PomBase:SPBC1539.01c	UniProtKB:Q9Y7Z7
PomBase:SPBC1539.05	UniProtKB:Q9Y7Z4
PomBase:SPBC1539.06	UniProtKB:Q9Y7Z3
PomBase:SPBC1289.04c	UniProtKB:O74653
PomBase:SPBC1289.05c	UniProtKB:O74174
PomBase:SPBC1289.07c	UniProtKB:O94616
PomBase:SPBC1289.09	UniProtKB:O94618
PomBase:SPBC1289.11	UniProtKB:O94620
PomBase:SPBC1289.12	UniProtKB:O94621
PomBase:SPBC1289.14	UniProtKB:Q7LKY2
PomBase:SPBC1289.17	UniProtKB:Q9UTF1
PomBase:SPBC1289.17	UniProtKB:Q9UR07
PomBase:SPBC8E4.04	UniProtKB:O42888
PomBase:SPBC8E4.01c	UniProtKB:O42885
PomBase:SPBP4G3.03	UniProtKB:Q9P7U7
PomBase:SPBPB2B2.01	UniProtKB:Q9HDV2
PomBase:SPBPB2B2.05	UniProtKB:Q9HDV0
PomBase:SPBPB2B2.06c	UniProtKB:Q9HDU9
PomBase:SPBPB2B2.07c	UniProtKB:Q9HDU8
PomBase:SPBPB2B2.08	UniProtKB:Q9HDU7
PomBase:SPBPB2B2.11	UniProtKB:Q9HDU4
PomBase:SPBPB2B2.12c	UniProtKB:Q9HDU3
PomBase:SPBPB2B2.13	UniProtKB:Q9HDU2
PomBase:SPBPB2B2.14c	UniProtKB:Q9HDU1
PomBase:SPBPB2B2.16c	UniProtKB:Q9P3E8
PomBase:SPBPB2B2.18	UniProtKB:Q9HDT9
PomBase:SPBCPT2R1.02	UniProtKB:Q6MX60
PomBase:SPBCPT2R1.03	UniProtKB:Q6MX59
PomBase:SPBCPT2R1.04c	UniProtKB:Q9HGQ1
PomBase:SPBCPT2R1.08c	UniProtKB:Q5EAK4
PomBase:SPBCPT2R1.08c	UniProtKB:Q1RKN3
PomBase:SPCP20C8.01c	UniProtKB:Q9HDT8
PomBase:SPCP20C8.02c	UniProtKB:Q9HDT7
PomBase:SPCC1884.02	UniProtKB:O74869
PomBase:SPCC757.02c	UniProtKB:O74913
PomBase:SPCC757.04	UniProtKB:O74915
PomBase:SPCC757.05c	UniProtKB:O74916
PomBase:SPCC757.07c	UniProtKB:P55306
PomBase:SPCC757.15	UniProtKB:C6Y4C7
PomBase:SPCC757.09c	UniProtKB:O74919
PomBase:SPCC757.12	UniProtKB:O74922
PomBase:SPCC613.02	UniProtKB:O74902
PomBase:SPCC613.05c	UniProtKB:O74904
PomBase:SPCC613.07	UniProtKB:O74906
PomBase:SPCC613.12c	UniProtKB:O74910
PomBase:SPCC330.02	UniProtKB:O74999
PomBase:SPCC330.03c	UniProtKB:O74875
PomBase:SPCC330.04c	UniProtKB:O74876
PomBase:SPCC330.05c	UniProtKB:P14965
PomBase:SPCC330.09	UniProtKB:O74879
PomBase:SPCC330.10	UniProtKB:O74880
PomBase:SPCC330.11	UniProtKB:O74881
PomBase:SPCC330.13	UniProtKB:O74883
PomBase:SPCC320.13c	UniProtKB:O59790
PomBase:SPCC320.11c	UniProtKB:Q1MTQ9
PomBase:SPCC320.06	UniProtKB:O59783
PomBase:SPCC320.07c	UniProtKB:O59784
PomBase:SPCC320.04c	UniProtKB:O59781
PomBase:SPCC320.03	UniProtKB:O59780
PomBase:SPCC1235.01	UniProtKB:O59779
PomBase:SPCC1235.02	UniProtKB:O59778
PomBase:SPCC1235.04c	UniProtKB:O74841
PomBase:SPCC1235.09	UniProtKB:O74845
PomBase:SPCC1235.10c	UniProtKB:O74846
PomBase:SPCC1235.11	UniProtKB:O74847
PomBase:SPCC1235.12c	UniProtKB:O74848
PomBase:SPCC1235.14	UniProtKB:P78831
PomBase:SPCC1235.15	UniProtKB:O74850
PomBase:SPCC548.04	UniProtKB:Q9P3U9
PomBase:SPCC548.07c	UniProtKB:Q9P3U6
PomBase:SPCC794.11c	UniProtKB:P78813
PomBase:SPCC794.12c	UniProtKB:P40375
PomBase:SPCC794.15	UniProtKB:Q9USI0
PomBase:SPCC553.12c	UniProtKB:O74949
PomBase:SPCC553.10	UniProtKB:O74947
PomBase:SPCC553.08c	UniProtKB:O74945
PomBase:SPCC553.04	UniProtKB:O74942
PomBase:SPCC553.03	UniProtKB:O74941
PomBase:SPCC553.02	UniProtKB:O74940
PomBase:SPCC736.03c	UniProtKB:O74952
PomBase:SPCC736.11	UniProtKB:O74957
PomBase:SPCC736.12c	UniProtKB:O74958
PomBase:SPCC736.13	UniProtKB:O74959
PomBase:SPCC736.15	UniProtKB:O74960
PomBase:SPCC594.03	UniProtKB:O74506
PomBase:SPCC594.05c	UniProtKB:O74508
PomBase:SPCC1682.01	UniProtKB:O74433
PomBase:SPCC1682.05c	UniProtKB:O74436
PomBase:SPCC1682.09c	UniProtKB:O74439
PomBase:SPCC1682.11c	UniProtKB:O74441
PomBase:SPCC1682.12c	UniProtKB:O74442
PomBase:SPCC1682.13	UniProtKB:O74443
PomBase:SPCC1682.15	UniProtKB:O74444
PomBase:SPCC306.04c	UniProtKB:Q9Y7R4
PomBase:SPCC306.08c	UniProtKB:Q9Y7R8
PomBase:SPCC306.09c	UniProtKB:P36621
PomBase:SPCC4G3.18	UniProtKB:P87243
PomBase:SPCC4G3.17	UniProtKB:P87242
PomBase:SPCC4G3.16	UniProtKB:P87241
PomBase:SPCC4G3.13c	UniProtKB:P87238
PomBase:SPCC4G3.11	UniProtKB:P87236
PomBase:SPCC4G3.10c	UniProtKB:P87235
PomBase:SPCC4G3.07c	UniProtKB:P87233
PomBase:SPCC4G3.06c	UniProtKB:P87232
PomBase:SPCC4G3.02	UniProtKB:P49776
PomBase:SPCC364.07	UniProtKB:P87228
PomBase:SPCC364.05	UniProtKB:O59796
PomBase:SPCC364.02c	UniProtKB:O59793
PomBase:SPCC970.08	UniProtKB:O74561
PomBase:SPCC970.06	UniProtKB:O74559
PomBase:SPCC970.04c	UniProtKB:O74558
PomBase:SPCC970.03	UniProtKB:O74557
PomBase:SPCC970.12	UniProtKB:Q9P802
PomBase:SPCC970.01	UniProtKB:P36617
PomBase:SPCC10H11.01	UniProtKB:Q9P7C7
PomBase:SPCP31B10.02	UniProtKB:Q9USH2
PomBase:SPCP31B10.03c	UniProtKB:Q9USH1
PomBase:SPCC962.03c	UniProtKB:Q9UTV5
PomBase:SPCC962.03c	UniProtKB:O14063
PomBase:SPCC962.05	UniProtKB:O14061
PomBase:SPCC962.06c	UniProtKB:O74555
PomBase:SPCC1672.03c	UniProtKB:O14057
PomBase:SPCC1672.04c	UniProtKB:O14056
PomBase:SPCC1672.05c	UniProtKB:O14055
PomBase:SPCC1672.07	UniProtKB:O14053
PomBase:SPCC1672.08c	UniProtKB:Q5R228
PomBase:SPCC1672.08c	UniProtKB:P79011
PomBase:SPCC1672.10	UniProtKB:O94244
PomBase:SPCC1672.11c	UniProtKB:O74431
PomBase:SPCC1183.03c	UniProtKB:O74831
PomBase:SPCC1183.04c	UniProtKB:O74832
PomBase:SPCC1183.12	UniProtKB:C6Y4C9
PomBase:SPCC1183.07	UniProtKB:O74835
PomBase:SPCC1183.10	UniProtKB:O74838
PomBase:SPCC1183.11	UniProtKB:O74839
PomBase:SPCC31H12.02c	UniProtKB:O74870
PomBase:SPCC31H12.03c	UniProtKB:O74871
PomBase:SPCC31H12.04c	UniProtKB:O75000
PomBase:SPCC31H12.06	UniProtKB:O74872
PomBase:SPCC31H12.07	UniProtKB:O74873
PomBase:SPCC5E4.04	UniProtKB:P18296
PomBase:SPCC5E4.05c	UniProtKB:O94305
PomBase:SPCC5E4.10c	UniProtKB:Q9P7Z6
PomBase:SPCC16C4.20c	UniProtKB:Q9P7Z9
PomBase:SPCC16C4.02c	UniProtKB:O74447
PomBase:SPCC16C4.04	UniProtKB:O74449
PomBase:SPCC16C4.06c	UniProtKB:O74451
PomBase:SPCC16C4.08c	UniProtKB:O74453
PomBase:SPCC16C4.10	UniProtKB:O74455
PomBase:SPCC16C4.16c	UniProtKB:O74460
PomBase:SPCC16C4.17	UniProtKB:O74461
PomBase:SPCPJ732.01	UniProtKB:Q9C0U7
PomBase:SPCC18B5.01c	UniProtKB:P41820
PomBase:SPCC18B5.03	UniProtKB:Q9UU00
PomBase:SPCC18B5.03	UniProtKB:P07527
PomBase:SPCC18B5.05c	UniProtKB:Q9USL6
PomBase:SPCC18B5.06	UniProtKB:Q9USL5
PomBase:SPCC18B5.09c	UniProtKB:Q9USL2
PomBase:SPCC18B5.10c	UniProtKB:Q9USL1
PomBase:SPCC14G10.02	UniProtKB:O74415
PomBase:SPCC14G10.03c	UniProtKB:O74416
PomBase:SPCC1020.11c	UniProtKB:O59764
PomBase:SPCC1020.10	UniProtKB:O59763
PomBase:SPCC1020.04c	UniProtKB:P36595
PomBase:SPCC1020.02	UniProtKB:O59757
PomBase:SPCC1393.02c	UniProtKB:O94714
PomBase:SPCC1393.03	UniProtKB:O94715
PomBase:SPCC1393.04	UniProtKB:O94716
PomBase:SPCC1393.07c	UniProtKB:O94719
PomBase:SPCC1393.08	UniProtKB:O94720
PomBase:SPCC1393.10	UniProtKB:O94722
PomBase:SPCC1393.14	UniProtKB:P0C5Y7
PomBase:SPCC1393.11	UniProtKB:O94723
PomBase:SPCC1393.12	UniProtKB:O94724
PomBase:SPCC2H8.02	UniProtKB:Q9Y7Q9
PomBase:SPCC2H8.04	UniProtKB:Q9Y7R1
PomBase:SPCC63.02c	UniProtKB:Q9Y7S9
PomBase:SPCC63.07	UniProtKB:Q9Y7T3
PomBase:SPCC63.08c	UniProtKB:Q9Y7T4
PomBase:SPCC63.10c	UniProtKB:Q9Y7T6
PomBase:SPCC63.11	UniProtKB:Q9Y7T7
PomBase:SPCC63.12c	UniProtKB:Q9Y7T8
PomBase:SPCC63.13	UniProtKB:Q9Y7T9
PomBase:SPCC16A11.03c	UniProtKB:Q9USN2
PomBase:SPCC16A11.05c	UniProtKB:P87215
PomBase:SPCC16A11.06c	UniProtKB:Q9USN0
PomBase:SPCC16A11.07	UniProtKB:Q9USM9
PomBase:SPCC16A11.08	UniProtKB:Q9USM8
PomBase:SPCC16A11.10c	UniProtKB:Q9USM6
PomBase:SPCC16A11.11	UniProtKB:Q9UR27
PomBase:SPCC16A11.13	UniProtKB:Q9USM4
PomBase:SPCC16A11.14	UniProtKB:Q9USM3
PomBase:SPCC16A11.16c	UniProtKB:Q9USM1
PomBase:SPCC24B10.02c	UniProtKB:Q9P7K3
PomBase:SPCC24B10.08c	UniProtKB:Q9P7J7
PomBase:SPCC24B10.10c	UniProtKB:Q9P7J5
PomBase:SPCC24B10.11c	UniProtKB:Q9P7J4
PomBase:SPCC24B10.12	UniProtKB:Q9P7J3
PomBase:SPCC24B10.13	UniProtKB:Q9US59
PomBase:SPCC24B10.15	UniProtKB:Q9P7J1
PomBase:SPCC24B10.16c	UniProtKB:Q9P7J0
PomBase:SPCC24B10.20	UniProtKB:Q9P7I6
PomBase:SPCC24B10.22	UniProtKB:Q12704
PomBase:SPCPB16A4.02c	UniProtKB:Q96WV2
PomBase:SPCPB16A4.03c	UniProtKB:O74928
PomBase:SPCPB16A4.04c	UniProtKB:Q96WV1
PomBase:SPCPB16A4.06c	UniProtKB:Q96WU9
PomBase:SPCC1795.12c	UniProtKB:O59776
PomBase:SPCC1795.11	UniProtKB:Q9UU14
PomBase:SPCC1795.11	UniProtKB:O13370
PomBase:SPCC1795.05c	UniProtKB:O59771
PomBase:SPCC1795.01c	UniProtKB:O59767
PomBase:SPCC895.03c	UniProtKB:O94530
PomBase:SPCC895.07	UniProtKB:O94534
PomBase:SPCC895.09c	UniProtKB:O94536
PomBase:SPCC825.01	UniProtKB:Q9USH9
PomBase:SPCC825.03c	UniProtKB:Q9USH7
PomBase:SPCC825.04c	UniProtKB:Q9USH6
PomBase:SPCC1259.01c	UniProtKB:O94754
PomBase:SPCC1259.02c	UniProtKB:O94702
PomBase:SPCC1259.05c	UniProtKB:O94705
PomBase:SPCC1259.09c	UniProtKB:O94709
PomBase:SPCC1259.11c	UniProtKB:O94711
PomBase:SPCC1259.12c	UniProtKB:O94712
PomBase:SPCC1259.13	UniProtKB:P34208
PomBase:SPCC1259.14c	UniProtKB:O94713
PomBase:SPCC4B3.18	UniProtKB:Q9USK7
PomBase:SPCC4B3.15	UniProtKB:P78953
PomBase:SPCC4B3.13	UniProtKB:Q9USK3
PomBase:SPCC4B3.12	UniProtKB:Q9USK2
PomBase:SPCC4B3.07	UniProtKB:Q9USJ7
PomBase:SPCC4B3.06c	UniProtKB:Q9USJ6
PomBase:SPCC4B3.04c	UniProtKB:Q9USJ4
PomBase:SPCC4B3.03c	UniProtKB:Q9USJ3
PomBase:SPCC4B3.02c	UniProtKB:Q9USJ2
PomBase:SPCP25A2.02c	UniProtKB:Q9UR24
PomBase:SPCC550.03c	UniProtKB:O59801
