GENE ID	Gene Name	Synonyms	Gene products
DDB_G0291163	nup155		nucleoporin 155
DDB_G0291165	DDB_G0291165		
DDB_G0291167	DDB_G0291167		
DDB_G0291169	DDB_G0291169		
DDB_G0291171	DDB_G0291171		
DDB_G0291173	ndufv2		NADH dehydrogenase (ubiquinone), NADH-ubiquinone oxidoreductase 24 kDa subunit
DDB_G0291175	DDB_G0291175		
DDB_G0291177	tspE		tetraspanin family protein
DDB_G0291179	metK	MAT, SAMS	S-adenosylmethionine synthetase
DDB_G0291181	DDB_G0291181		
DDB_G0291183	dhx8	prp22	DEAD/DEAH box helicase, putative RNA splicing factor
DDB_G0291185	H3v1		histone H3 domain-containing protein
DDB_G0291187	DDB_G0291187		Phytochelatins synthase.
DDB_G0291189	DDB_G0291189		
DDB_G0291191	DDB_G0291191		cysteine protease
DDB_G0291193	nubpl		Mrp/NBP35 family protein
DDB_G0291195	DDB_G0291195		putative methyltransferase
DDB_G0291197	hbx3		putative homeobox transcription factor, homeodomain (HOX) containing protein
DDB_G0291199	DDB_G0291199	ube2T	
DDB_G0291201	ctrC		putative cationic amino acid transporter, solute carrier family 7 member protein
DDB_G0291203	DDB_G0291203		
DDB_G0291205	DDB_G0291205		
DDB_G0291207	DDB_G0291207		
DDB_G0291209	DDB_G0291209		
DDB_G0291211	DDB_G0291211		Slime mold (D.discoideum) transposon DIRS-1, complete, clone SB41.
DDB_G0291213	DDB_G0291213_RTE		gag
DDB_G0291215	DDB_G0291215		
DDB_G0291217	DDB_G0291217_RTE		ORF2 protein fragment from DIRS transposon
DDB_G0291219	DDB_G0291219		
DDB_G0291221	DDB_G0291221_RTE		ORF1 protein from DIRS transposon
DDB_G0291223	DDB_G0291223		Slime mold (D.discoideum) transposon DIRS-1, complete, clone SB41.
DDB_G0291225	cct7	Dd-TCP1, chaTCP1	chaperonin containing TCP1 eta subunit
DDB_G0291227	ctrA	DG1058	putative cationic amino acid transporter, solute carrier family 7 member protein
DDB_G0291229	abpF	kenN	unknown
DDB_G0291231	mhkA	MHCK-A	myosin heavy chain kinase, protein serine/threonine kinase, protein kinase, Atypical group, Alpha kinase family protein, MHCK subfamily protein kinase
DDB_G0291233	rabA		Rab GTPase
DDB_G0291235	ranA	RC4/RAN	GTP-binding nuclear protein Ran
DDB_G0291237	rapA	rap1	Ras GTPase
DDB_G0291239	ubpA	USP5	deubiquitinating enzyme, UBP-type zinc finger-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)
DDB_G0291241	gnt2	modB, gntB, cis4c	GlcNAc transferase, glycosyltransferase
DDB_G0291243	abcC7		ABC transporter C family protein
DDB_G0291245	abcA6		ABC transporter A family protein
DDB_G0291247	mfeA	mfe1	peroxisomal multifunctional enzyme MFE homolog
DDB_G0291249	rrpB		RNA-directed RNA polymerase
DDB_G0291251	limD		LIM-type zinc finger-containing protein
DDB_G0291253	dia2		unknown
DDB_G0291255	29C		unknown
DDB_G0291257	DDB_G0291257		
DDB_G0291259	DDB_G0291259		ubiquitin domain-containing protein, UBX domain-containing protein
DDB_G0291261	DDB_G0291261		putative thiol-disulphide oxidoreductase DCC family protein
DDB_G0291263	DDB_G0291263		
DDB_G0291265	gloA	GLO1	lactoylglutathione lyase, glyoxylase I
DDB_G0291267	dst3	DstC	putative protein serine/threonine kinase, STE20 family protein kinase, protein kinase, STE group
DDB_G0291269	spg1	rsmL	small GTPase
DDB_G0291271	eif2b2	eIF-2B beta	translation initiation factor eIF-2B beta subunit
DDB_G0291273	dtd		D-tyrosyl-tRNA(Tyr) deacylase
DDB_G0291275	DDB_G0291275		mucolipin, putative Ca2+ channel
DDB_G0291277	DDB_G0291277		
DDB_G0291279	DDB_G0291279		
DDB_G0291281	DDB_G0291281		
DDB_G0291283	sptB	SPT	serine C-palmitoyltransferase subunit
DDB_G0291285	DDB_G0291285		
DDB_G0291287	tmem184D		transmembrane protein 184D
DDB_G0291289	DDB_G0291289		
DDB_G0291291	ecmF		cellulose-binding domain-containing protein, putative extracellular matrix protein
DDB_G0291293	rabU		Rab GTPase
DDB_G0291297	med14		putative mediator complex subunit 14
DDB_G0291299	DDB_G0291299		O-sialoglycoprotein endopeptidase.
DDB_G0291301	DDB_G0291301		amine oxidase (flavin-containing), putative sarcosine oxidase, putative L-amino acid oxidase
DDB_G0291303	frmA		FERM domain-containing protein, talin family protein
DDB_G0291306	xpo1	CRM1	exportin 1, chromosome region maintenance protein 1
DDB_G0291308	DDB_G0291308		
DDB_G0291310	DDB_G0291310		Q13868 Exosome complex exonuclease RRP4 (EC 3.1.13.-) (Ribosomal RNA processing protein 4) (Exosome component 2).
DDB_G0291312	mcfA		transmembrane protein, mitochondrial substrate carrier family protein
DDB_G0291314	DDB_G0291314		AAA ATPase domain-containing protein, putative endopeptidase Clp
DDB_G0291316	DDB_G0291316		
DDB_G0291318	DDB_G0291318		putative mitochondrial protein
DDB_G0291320	pop1		RNase P protein subunit, RNase MRP protein subunit
DDB_G0291322	DDB_G0291322		
DDB_G0291324	DDB_G0291324		
DDB_G0291326	DDB_G0291326		
DDB_G0291328	DDB_G0291328		Exosome complex exonuclease rrp41, putative.
DDB_G0291330	kctd9		BTB/POZ domain-containing protein, potassium channel tetramerization domain-containing protein
DDB_G0291332	DDB_G0291332		
DDB_G0291334	DDB_G0291334		
DDB_G0291336	DDB_G0291336		
DDB_G0291338	DDB_G0291338		
DDB_G0291340	DDB_G0291340		
DDB_G0291342	DDB_G0291342		C2H2-type zinc finger-containing protein
DDB_G0291344	DDB_G0291344		putative cholinesterase, carboxylesterase, type B family protein
DDB_G0291346	mleuS	LeuRS	leucyl-tRNA synthetase, leucine-tRNA ligase, leucyl-tRNA synthetase, mitochondrial, leucine-tRNA ligase, mitochondrial
DDB_G0291348	DDB_G0291348		fungal transcriptional regulatory protein, N-terminal domain-containing protein, putative zinc cluster transcription factor
DDB_G0291350	DDB_G0291350		putative protein serine/threonine kinase, putative MPSK, NAK family protein kinase
DDB_G0291352	psenA		presenilin family protein, peptidase A22 family protein
DDB_G0291354	DDB_G0291354		
DDB_G0291356	grlE	DdmGluPR, GluPR	G-protein-coupled receptor (GPCR) family 3 protein 5, GABA-B receptor protein
DDB_G0291358	cct2		chaperonin containing TCP1 beta subunit
DDB_G0291360	dus4l		tRNA-dihydrouridine synthase 4-like protein
DDB_G0291362	rpc19		putative RNA polymerase III subunit, putative RNA polymerase I subunit
DDB_G0291364	DDB_G0291364		
DDB_G0291366	DDB_G0291366		peroxiredoxin-like protein, thioredoxin family protein
DDB_G0291368	serB	PSPH	phosphoserine phosphatase
DDB_G0291370	DDB_G0291370		phosphatidylinositol 3-kinase-related protein kinase
DDB_G0291372	dimB	bzpB	putative basic-leucine zipper (bZIP) transcription factor
DDB_G0291374	DDB_G0291374		transmembrane protein
DDB_G0291376	adi1		ARD/ARD' family protein, acireductone dioxygenase 1
DDB_G0291378	forJ		formin homology domain-containing protein
DDB_G0291380	atr1	ATR	protein kinase, Atypical group, phosphatidylinositol 3-kinase-related protein kinase, ATR subfamily protein kinase, PIKK family protein kinase
DDB_G0291382	DDB_G0291382		
DDB_G0291384	DDB_G0291384		putative CorA family magnesium ion transporterr
DDB_G0291386	DDB_G0291386		RNA recognition motif RNP-1 domain-containing protein
DDB_G0291388	DDB_G0291388		
DDB_G0291390	nup98		putative nucleoporin 98, putative nucleoporin 96, putative Nup98-Nup96 precurser
DDB_G0291392	DDB_G0291392		unknown
DDB_G0291394	DDB_G0291394		
DDB_G0291396	DDB_G0291396		dilute domain-containing protein
DDB_G0291400	DDB_G0291400		mitochondrial substrate carrier family protein
DDB_G0291402	DDB_G0291402		
DDB_G0291404	eif3s12		eukaryotic translation initiation factor 3, subunit 12
DDB_G0291406	DDB_G0291406		Q9Z765 Preprotein translocase secA subunit.
DDB_G0291408	DDB_G0291408		
DDB_G0291410	DDB_G0291410		
DDB_G0291412	srp72		signal recognition particle 72 kDa subunit
DDB_G0291414	DDB_G0291414		
DDB_G0291416	DDB_G0291416		
DDB_G0291418	DDB_G0291418		
DDB_G0291420	DDB_G0291420		
DDB_G0291422	DDB_G0291422		
DDB_G0291424	DDB_G0291424		
DDB_G0291426	DDB_G0291426		
DDB_G0291428	DDB_G0291428		paramecium surface antigen repeat-containing protein
DDB_G0291430	DDB_G0291430		
DDB_G0291432	DDB_G0291432		
DDB_G0291434	pdi2	PDI	protein disulfide isomerase
DDB_G0291436	DDB_G0291436		Q86SQ9 Dehydrodolichyl diphosphate synthase (EC 2.5.1.-) (Dedol-PP synthase).
DDB_G0291438	nol6	UTP22	U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, Nrap family protein
DDB_G0291440	coq6		monooxygenase
DDB_G0291442	DDB_G0291442		
DDB_G0291444	DDB_G0291444		
DDB_G0291446	DDB_G0291446		
DDB_G0291448	CYP519D1		cytochrome P450 family protein
DDB_G0291450	DDB_G0291450		
DDB_G0291452	DDB_G0291452		
DDB_G0291454	tgrC4		IPT/TIG domain-containing protein, immunoglobulin E-set domain-containing protein
DDB_G0291458	DDB_G0291458		
DDB_G0291460	tgrA_ps2		pseudogene
DDB_G0291462	DDB_G0291462		
DDB_G0291464	DDB_G0291464		
DDB_G0291466	DDB_G0291466		
DDB_G0291468	DDB_G0291468		
DDB_G0291470	DDB_G0291470		Similar to Dictyostelium discoideum (Slime mold). hypothetical 97.7 kDa protein.
DDB_G0291472	DDB_G0291472		pirin family protein
DDB_G0291474	DDB_G0291474		
DDB_G0291476	DDB_G0291476		esterase/lipase/thioesterase domain-containing protein
DDB_G0291478	DDB_G0291478		
DDB_G0291480	DDB_G0291480		
DDB_G0291482	gloB2	HAGH	hydroxyacylglutathione hydrolase, glyoxylase II, beta-lactamase domain-containing protein
DDB_G0291484	DDB_G0291484		
DDB_G0291486	DDB_G0291486		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, putative splicing regulator
DDB_G0291488	DDB_G0291488		
DDB_G0291490	pigT	GPI16	
DDB_G0291492	DDB_G0291492		
DDB_G0291494	DDB_G0291494		
DDB_G0291496	DDB_G0291496		
DDB_G0291498	cpnF		phospholipid-binding protein, copine F
DDB_G0291500	tgrA_ps3		pseudogene
DDB_G0291506	gins3		GINS complex subunit 3
DDB_G0291508	DDB_G0291508		
DDB_G0291510	DDB_G0291510		RapGAP/RanGAP domain-containing protein, putative GTPase activating protein (GAP), citron-like domain-containing protein, putative RapGAP
DDB_G0291512	epnA		epsin
DDB_G0291514	tgrA4		transmembrane protein, immunoglobulin E-set domain-containing protein
DDB_G0291516	DDB_G0291516		putative protein kinase, ankyrin repeat-containing protein
DDB_G0291518	DDB_G0291518		putative transmembrane protein
DDB_G0291520	iliO		putative RNA ligase
DDB_G0291522	DDB_G0291522		
DDB_G0291524	DDB_G0291524		putative alpha-N-acetylgalactosaminidase, glycoside hydrolase family 27 protein
DDB_G0291526	rps14		40S ribosomal protein S14
DDB_G0291528	iptB		putative isopentenyltransferase, putative isopentenylpyrophosphate (IPP) transferase
DDB_G0291530	DDB_G0291530		
DDB_G0291532	DDB_G0291532		Q15404 Ras suppressor protein 1 (Rsu-1) (RSP-1).
DDB_G0291534	DDB_G0291534		
DDB_G0291536	gnrB		gelsolin-related protein
DDB_G0291538	DDB_G0291538		transferase hexapeptide repeat family protein, putative acetyltransferase
DDB_G0291540	DDB_G0291540		
DDB_G0291542	DDB_G0291542		
DDB_G0291544	DDB_G0291544		
DDB_G0291546	DDB_G0291546		
DDB_G0291548	DDB_G0291548		SAP DNA-binding domain-containing protein
DDB_G0291550	DDB_G0291550		
DDB_G0291552	DDB_G0291552		
DDB_G0291554	DDB_G0291554		
DDB_G0291556	prmt1		protein arginine methyltransferase
DDB_G0291558	DDB_G0291558		
DDB_G0291560	DDB_G0291560_ps		pseudogene
DDB_G0291562	osbL		oxysterol binding family protein, member 12
DDB_G0291564	DDB_G0291564		
DDB_G0291566	grwd1		glutamate-rich WD repeat-containing protein 1
DDB_G0291568	dnaja1		DnaJ homolog subfamily A member 1
DDB_G0291570	exo1		5'3'-exonuclease N- and I-domain-containing protein, putative exodeoxyribonuclease I, putative exonuclease I
DDB_G0291572	DDB_G0291572		unknown
DDB_G0291574	DDB_G0291574		putative transmembrane protein
DDB_G0291576	DDB_G0291576		DUF781 family protein
DDB_G0291578	DDB_G0291578		unknown
DDB_G0291580	DDB_G0291580		
DDB_G0291582	DDB_G0291582		
DDB_G0291584	DDB_G0291584		
DDB_G0291586	DDB_G0291586		
DDB_G0291588	ddx55		putative RNA helicase, DEAD/DEAH box helicase
DDB_G0291590	rexo1		RNA exonuclease 1
DDB_G0291592	DDB_G0291592		
DDB_G0291594	DDB_G0291594		
DDB_G0291596	wdr13		WD40 repeat-containing protein
DDB_G0291598	DDB_G0291598		
DDB_G0291600	DDB_G0291600		
DDB_G0291602	DDB_G0291602		
DDB_G0291604	DDB_G0291604		beta-ketoacyl synthase family protein
DDB_G0291606	vps8		RING zinc finger-containing protein, WD40 repeat-containing protein
DDB_G0291608	DDB_G0291608		
DDB_G0291610	DDB_G0291610		
DDB_G0291612	DDB_G0291612		
DDB_G0291614	pks40	dipks40, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0291616	DDB_G0291616		
DDB_G0291618	DDB_G0291618		unknown
DDB_G0291620	DDB_G0291620		Pol.
DDB_G0291622	tgrA1		immunoglobulin E-set domain-containing protein
DDB_G0291624	tgrA_ps1		pseudogene
DDB_G0291626	DDB_G0291626		
DDB_G0291628	DDB_G0291628		
DDB_G0291630	DDB_G0291630		
DDB_G0291632	DDB_G0291632		
DDB_G0291636	rpb5		RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit
DDB_G0291638	DDB_G0291638		
DDB_G0291640	DDB_G0291640		
DDB_G0291642	DDB_G0291642		
DDB_G0291644	DDB_G0291644		
DDB_G0291646	DDB_G0291646		unknown
DDB_G0291648	lpd	pdhD, bkdD, odhC	dihydrolipoamide:NAD oxidoreductase, dihydrolipoyl dehydrogenase, dihydrolipoamide dehydrogenase, glycine cleavage system L-protein
DDB_G0291650	DDB_G0291650		importin subunit beta-3
DDB_G0291652	shmt2		serine hydroxymethyltransferase
DDB_G0291654	DDB_G0291654		
DDB_G0291656	ykt6		longin domain-containing protein, v-SNARE family protein
DDB_G0291658	DDB_G0291658		unknown
DDB_G0291660	smp3		glycosyltransferase, putative dolichyl-phosphate-mannose alpha-1,2-mannosyltransferase
DDB_G0291662	pop5		RNase P protein subunit, RNase MRP protein subunit
DDB_G0291664	DDB_G0291664		putative protein kinase, ankyrin repeat-containing protein
DDB_G0291666	tgrA2		immunoglobulin E-set domain-containing protein
DDB_G0291668	tgrA3		immunoglobulin E-set domain-containing protein
DDB_G0291670	DDB_G0291670		unknown
DDB_G0291672	DDB_G0291672		Similar to Dictyostelium discoideum (Slime mold). glycoprotein 24A.
DDB_G0291674	DDB_G0291674		short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein
DDB_G0291676	DDB_G0291676		short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein
DDB_G0291678	DDB_G0291678		
DDB_G0291680	DDB_G0291680		
DDB_G0291682	DDB_G0291682		
DDB_G0291684	pks41	dipks41, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0291686	DDB_G0291686		Pol.
DDB_G0291688	DDB_G0291688_RTE		gag, reverse transcriptase
DDB_G0291690	DDB_G0291690		
DDB_G0291692	DDB_G0291692_RTE		gag
DDB_G0291694	DDB_G0291694		
DDB_G0291696	DDB_G0291696		5'-B-MODULE (Fragment).
DDB_G0291698	DDB_G0291698		
DDB_G0291700	DDB_G0291700		
DDB_G0291702	CYP520B1		cytochrome P450 family protein
DDB_G0291704	DDB_G0291704		
DDB_G0291706	DDB_G0291706		
DDB_G0291708	guf1		GTP-binding protein, LepA family protein
DDB_G0291710	roco10	RacGAP	Kelch repeat-containing protein, RGS domain-containing protein, leucine-rich repeat-containing protein (LRR), RhoGAP domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ROCO family protein kinase
DDB_G0291712	DDB_G0291712		
DDB_G0291714	abcB3		ABC transporter B family protein
DDB_G0291716	DDB_G0291716		
DDB_G0291718	DDB_G0291718		
DDB_G0291720	DDB_G0291720		
DDB_G0291722	DDB_G0291722		
DDB_G0291724	DDB_G0291724		
DDB_G0291726	DDB_G0291726		
DDB_G0291728	arpE	Actr5, Arp5	actin related protein 5
DDB_G0291730	DDB_G0291730		
DDB_G0291732	DDB_G0291732		nmrA-like family protein
DDB_G0291734	ppil3		cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)
DDB_G0291736	DDB_G0291736		
DDB_G0291738	rabG1		Rab GTPase
DDB_G0291740	DDB_G0291740		
DDB_G0291742	DDB_G0291742		
DDB_G0291744	DDB_G0291744		
DDB_G0291746	DDB_G0291746		
DDB_G0291748	DDB_G0291748		
DDB_G0291750	mnd1		meiotic nuclear division protein 1
DDB_G0291752	smc1		structural maintenance of chromosome protein
DDB_G0291754	DDB_G0291754		unknown
DDB_G0291756	gshB	GSS, GSHase	glutathione synthase
DDB_G0291758	DDB_G0291758		
DDB_G0291760	DDB_G0291760		
DDB_G0291762	DDB_G0291762		
DDB_G0291764	DDB_G0291764		ribonucleotide reductase-related
DDB_G0291766	DDB_G0291766		
DDB_G0291768	DDB_G0291768		
DDB_G0291770	DDB_G0291770		
DDB_G0291772	DDB_G0291772		
DDB_G0291774	DDB_G0291774		
DDB_G0291776	DDB_G0291776		
DDB_G0291778	DDB_G0291778		
DDB_G0291780	wbp1	ost48	dolichyl-diphosphooligosaccharide-protein glycotransferase, oligosaccharyltransferase beta subunit
DDB_G0291782	DDB_G0291782		
DDB_G0291784	DDB_G0291784		
DDB_G0291786	DDB_G0291786		
DDB_G0291788	adprt3	TNKS, pARTb	poly(ADP-ribosyl)transferase, NAD+ ADP-ribosyltransferase
DDB_G0291790	DDB_G0291790		
DDB_G0291792	DDB_G0291792		
DDB_G0291794	DDB_G0291794		
DDB_G0291796	DDB_G0291796		
DDB_G0291798	DDB_G0291798		
DDB_G0291800	DDB_G0291800		glutathione-dependent formaldehyde-activating, GFA family protein
DDB_G0291802	qtrt1		queuine tRNA-ribosyltransferase, tRNA-guanine transglycosylase
DDB_G0291804	ddx6		putative RNA helicase, DEAD/DEAH box helicase
DDB_G0291806	DDB_G0291806		
DDB_G0291808	DDB_G0291808		
DDB_G0291810	DDB_G0291810		
DDB_G0291812	DDB_G0291812		
DDB_G0291814	hao		hydroxyacid oxidase
DDB_G0291816	DDB_G0291816		
DDB_G0291818	DDB_G0291818		
DDB_G0291820	DDB_G0291820		
DDB_G0291822	wdr92		WD40 repeat-containing protein
DDB_G0291824	DDB_G0291824		
DDB_G0291826	DDB_G0291826		
DDB_G0291828	DDB_G0291828		
DDB_G0291830	thg1		tRNA-histidine guanylyltransferase 1
DDB_G0291832	wdr23		WD40 repeat-containing protein
DDB_G0291834	cpiA		cystatin A1, cysteine protease inhibitor
DDB_G0291836	DDB_G0291836		
DDB_G0291838	DDB_G0291838		AgCP7262.
DDB_G0291840	gacEE	RacGAP	pleckstrin homology (PH) domain-containing protein, RhoGAP domain-containing protein, C2 calcium/lipid-binding (CaLB) region-containing protein
DDB_G0291842	DDB_G0291842		putative protein tyrosine kinase, WEE1 family protein kinase
DDB_G0291844	DDB_G0291844		
DDB_G0291846	DDB_G0291846		
DDB_G0291848	csn3		proteasome component region PCI (PINT) domain-containing protein, COP9 signalosome complex subunit 3
DDB_G0291850	DDB_G0291850		
DDB_G0291852	DDB_G0291852		UPF0551 family protein
DDB_G0291854	DDB_G0291854		
DDB_G0291856	gerD		germination protein (270G)
DDB_G0291858	vatM		vacuolar proton ATPase 100-kDa subunit, vacuolar ATPase transmembrane subunit
DDB_G0291860	DDB_G0291860	AAC1	unknown
DDB_G0291862	rpl3	L3	60S ribosomal protein L3
DDB_G0291864	rps8		40S ribosomal protein S8
DDB_G0291866	ndufab1		acyl carrier protein, NADH dehydrogenase ubiquinone 1, alpha/beta subcomplex, NADH-ubiquinone oxidoreductase
DDB_G0291868	rfc2		replication factor C subunit 2
DDB_G0291870	rpl13		S60 ribosomal protein L13
DDB_G0291872	DDB_G0291872		SMAD/FHA domain-containing protein, PARP-type zinc finger-containing protein, uracil-DNA glycosylase family protein
DDB_G0291874	DDB_G0291874		
DDB_G0291876	DDB_G0291876		
DDB_G0291878	DDB_G0291878_RTE		reverse transcriptase
DDB_G0291880	DDB_G0291880_RTE		reverse transcriptase fragment
DDB_G0291882	DDB_G0291882_RTE		reverse transcriptase fragment
DDB_G0291884	DDB_G0291884_RTE		reverse transcriptase
DDB_G0291886	DDB_G0291886_ps		pseudogene
DDB_G0291888	DDB_G0291888		
DDB_G0291890	DDB_G0291890		
DDB_G0291892	DDB_G0291892		
DDB_G0291894	ncapH2		non-SMC condensin II complex, subunit H2
DDB_G0291896	DDB_G0291896	tetratricopeptide repeat-containing protein	NASP-related protein
DDB_G0291898	DDB_G0291898		
DDB_G0291900	DDB_G0291900		
DDB_G0291902	DDB_G0291902		cyclin-like F-box containing protein
DDB_G0291904	DDB_G0291904		
DDB_G0291906	DDB_G0291906		putative guanine nucleotide exchange factor (GEF), DENN domain-containing protein
DDB_G0291908	DDB_G0291908		
DDB_G0291910	bcs1lB		mitochondrial chaperone BCS1, mitochondrial ATPase
DDB_G0291912	DDB_G0291912		peptidase S10 family protein, serine carboxypeptidase, carboxypeptidase C
DDB_G0291914	DDB_G0291914		
DDB_G0291916	argJ	ARG7	amino-acid N-acetyltransferase, N-acetylglutamate synthetase, ornithine transacetylase
DDB_G0291918	DDB_G0291918		putative protein serine/threonine kinase
DDB_G0291920	DDB_G0291920		
DDB_G0291922	taz		tafazzin family protein, phospholipid/glycerol acyltransferase domain-containing protein
DDB_G0291924	DDB_G0291924		
DDB_G0291926	DDB_G0291926		endothelial monocyte-activating polypeptide II precursor pro-EMAP II family protein
