SPCC5E4.05c	UniProtKB:O94305
SPAC27E2.13	UniProtKB:A6X977
SPAC869.09	UniProtKB:Q9URZ2
SPCC306.07c	UniProtKB:Q9Y7R7
SPCC1919.14c	UniProtKB:O94481
SPAC1952.05	UniProtKB:Q9UUK2
SPBC649.03	UniProtKB:O59753
SPBC3B9.14c	UniProtKB:O43042
SPBC1683.05	UniProtKB:Q9P6J5
SPAC1071.02	UniProtKB:Q9UTR1
SPBC16A3.14	UniProtKB:O42919
SPAC1420.02c	UniProtKB:Q9UTM4
SPAC3A11.05c	UniProtKB:P87245
SPCC4G3.13c	UniProtKB:P87238
SPCC830.03	UniProtKB:Q9UU96
SPAC56F8.15	UniProtKB:Q10263
SPAC25B8.01	UniProtKB:O13995
SPBC609.03	UniProtKB:O94527
SPAC19A8.11c	UniProtKB:O13827
SPBC27.01c	UniProtKB:Q9P6S6
SPAC8F11.10c	UniProtKB:Q9UT27
SPAC27E2.01	UniProtKB:O13996
SPBC1685.05	UniProtKB:O74325
SPBC17G9.08c	UniProtKB:Q9UUE2
SPAC1006.04c	UniProtKB:Q9UTR7
SPCC1322.14c	UniProtKB:P78810
SPCC663.09c	UniProtKB:Q7Z9I2
SPBC1734.09	UniProtKB:O74750
SPAC17C9.07	UniProtKB:Q10479
SPMIT.02	UniProtKB:P22191
SPCC4G3.05c	UniProtKB:P87231
SPCC24B10.13	UniProtKB:Q9US59
SPCC18.03	UniProtKB:O74853
SPAC806.07	UniProtKB:P49740
SPBC646.17c	UniProtKB:O94518
SPBC1711.03	UniProtKB:Q9P787
SPAC1952.13	UniProtKB:Q9UUJ6
SPAC23A1.18c	UniProtKB:O42855
SPCC622.08c	UniProtKB:P04909
SPAPYUG7.04c	UniProtKB:O74635
SPCC1223.10c	UniProtKB:A0ZWU1
SPAC23A1.11	UniProtKB:O42848
SPAC22F8.03c	UniProtKB:Q9UUI9
SPAC6F12.07	UniProtKB:O14225
SPBC1773.14	UniProtKB:P40369
SPBC2G2.01c	UniProtKB:O43000
SPBC15D4.08c	UniProtKB:O74313
SPBP18G5.03	UniProtKB:Q9HDW0
SPAC11G7.02	UniProtKB:Q92462
SPAC139.03	UniProtKB:Q9UTN0
SPAC20G8.02	UniProtKB:P87109
SPAC23H4.05c	UniProtKB:O13948
SPBP4G3.03	UniProtKB:Q9P7U7
SPBC215.07c	UniProtKB:O94312
SPAC1296.03c	UniProtKB:P32825
SPCC613.04c	UniProtKB:O74994
SPAC14C4.08	UniProtKB:O13715
SPBC21B10.10	UniProtKB:Q9USW5
SPAC31G5.18c	UniProtKB:O14113
SPBC83.05	UniProtKB:O94689
SPAP11E10.02c	UniProtKB:Q9HDY9
SPCC1020.08	UniProtKB:O59761
SPAC1F3.04c	UniProtKB:Q10409
SPAC27D7.08c	UniProtKB:O42662
SPCP31B10.06	UniProtKB:Q9USG8
SPBC18H10.09	UniProtKB:O60140
SPAC1B2.04	UniProtKB:Q9UTF6
SPCC1322.09	UniProtKB:O94548
SPBP23A10.11c	UniProtKB:Q9P7X4
SPAC959.08	UniProtKB:O42706
SPAC7D4.02c	UniProtKB:O14259
SPBC4B4.08	UniProtKB:O74969
SPBP8B7.19	UniProtKB:O94267
SPCC1235.08c	UniProtKB:O42826
SPCC191.10	UniProtKB:Q9Y7Q3
SPBC543.09	UniProtKB:Q9HGM3
SPBC409.11	UniProtKB:Q9UUB3
SPBP23A10.10	UniProtKB:Q9P7X5
SPCC757.08	UniProtKB:O74918
SPAC22A12.16	UniProtKB:O13907
SPBC582.08	UniProtKB:Q10334
SPCC613.10	UniProtKB:P78761
SPAC5H10.01	UniProtKB:Q09674
SPAP27G11.06c	UniProtKB:Q9P7N2
SPAC222.16c	UniProtKB:Q9UT51
SPCC23B6.03c	UniProtKB:O74630
SPBC19C2.09	UniProtKB:Q9UUD1
SPAC20G4.02c	UniProtKB:Q10719
SPCC777.10c	UniProtKB:O74549
SPAC6G9.02c	UniProtKB:Q92347
SPAC22F8.05	UniProtKB:Q9UUI7
SPBC21C3.03	UniProtKB:Q9P7M0
SPAP8A3.04c	UniProtKB:P50519
SPBC83.09c	UniProtKB:O94693
SPAC16C9.02c	UniProtKB:Q09816
SPAC23H4.02	UniProtKB:O13945
SPBC428.10	UniProtKB:O94358
SPBC26H8.05c	UniProtKB:O74789
SPBC1685.13	UniProtKB:O74333
SPBC32F12.03c	UniProtKB:O59858
SPCC1322.05c	UniProtKB:O94544
SPBC2D10.18	UniProtKB:Q92338
SPCC1827.04	UniProtKB:O74977
SPBC25D12.03c	UniProtKB:O75001
SPAC25G10.08	UniProtKB:Q10425
SPBC21.04	UniProtKB:O94646
SPAP19A11.05c	UniProtKB:Q9HDV5
SPAC1F5.09c	UniProtKB:Q10056
SPAC186.08c	UniProtKB:Q9P7P7
SPBC1709.07	UniProtKB:O74732
SPBC18E5.05c	UniProtKB:O94495
SPAC4F8.14c	UniProtKB:P54874
SPBC6B1.12c	UniProtKB:Q7LL15
SPCC576.03c	UniProtKB:O74887
SPCC1753.02c	UniProtKB:O94744
SPAC1B1.04c	UniProtKB:O13865
SPAC11E3.07	UniProtKB:O13687
SPAC105.02c	UniProtKB:Q9P7I0
SPBC16G5.01	UniProtKB:P50524
SPBC23G7.05	UniProtKB:P79060
SPCC417.04	UniProtKB:O94485
SPAPB17E12.03	UniProtKB:Q8TFH8
SPBC24C6.10c	UniProtKB:O74771
SPBP4H10.03	UniProtKB:O43092
SPAC57A7.10c	UniProtKB:P87140
SPBC29A10.10c	UniProtKB:O94387
SPBC1348.02	UniProtKB:Q9P3V8
SPAC31A2.09c	UniProtKB:Q09718
SPCC162.11c	UniProtKB:O74427
SPAC1952.02	UniProtKB:Q9UUK4
SPBC25H2.11c	UniProtKB:P87152
SPAC644.11c	UniProtKB:Q9P6P9
SPAC17G8.12	UniProtKB:Q10324
SPCC4E9.02	UniProtKB:P24865
SPBC1709.08	UniProtKB:O74733
SPAC8C9.03	UniProtKB:P36600
SPBC20F10.02c	UniProtKB:O42972
SPBC24C6.04	UniProtKB:O74766
SPBC3H7.02	UniProtKB:O74377
SPCC777.12c	UniProtKB:O74551
SPAC21E11.03c	UniProtKB:Q09926
SPAC23D3.09	UniProtKB:Q09849
SPAC2C4.12c	UniProtKB:O14045
SPBC3B8.11	UniProtKB:O59719
SPBC29A10.01	UniProtKB:P36587
SPBC83.11	UniProtKB:O94695
SPAC1F3.10c	UniProtKB:Q10415
SPAC6B12.04c	UniProtKB:O14209
SPAC8C9.11	UniProtKB:O14280
SPAPB17E12.11	UniProtKB:Q8TFH3
SPBC13G1.13	UniProtKB:P87303
SPACUNK4.17	UniProtKB:O14082
SPCC330.07c	UniProtKB:Q12519
SPBC3E7.08c	UniProtKB:P28706
SPBCPT2R1.04c	UniProtKB:Q9HGQ1
SPBC17F3.01c	UniProtKB:O74335
SPBP35G2.08c	UniProtKB:Q9P795
SPCC1906.02c	UniProtKB:O74485
SPBC887.18c	UniProtKB:O94301
SPBC19G7.04	UniProtKB:O42953
SPAC24C9.13c	UniProtKB:O13973
SPCC18.18c	UniProtKB:O94552
SPBC651.06	UniProtKB:O94664
SPCPJ732.01	UniProtKB:Q9C0U7
SPBC23G7.12c	UniProtKB:P41836
SPBC557.05	UniProtKB:Q9USS1
SPBC3H7.15	UniProtKB:P40235
SPAC26F1.10c	UniProtKB:P27574
SPAC6C3.02c	UniProtKB:Q10307
SPCC553.01c	UniProtKB:O74939
SPBC1778.10c	UniProtKB:Q9Y7J6
SPAC139.04c	UniProtKB:Q9UTM9
SPAC227.18	UniProtKB:Q09694
SPCC1259.06	UniProtKB:O94706
SPAC23H3.04	UniProtKB:O13938
SPCC297.05	UniProtKB:Q9Y7Q7
SPAC4A8.11c	UniProtKB:Q10289
SPCC4B3.03c	UniProtKB:Q9USJ3
SPBC1347.05c	UniProtKB:O94625
SPBC19C7.03	UniProtKB:P14605
SPAC732.01	UniProtKB:Q9URZ8
SPAC4G9.03	UniProtKB:P33075
SPAC26A3.04	UniProtKB:P05732
SPAC1071.12c	UniProtKB:P41893
SPCC1442.06	UniProtKB:O94579
SPAC25G10.04c	UniProtKB:Q09823
SPBC839.17c	UniProtKB:O42993
SPCC1442.13c	UniProtKB:O94585
SPBC2D10.05	UniProtKB:O74799
SPCC663.04	UniProtKB:P05767
SPAC6G9.05	UniProtKB:Q92350
SPBPJ4664.03	UniProtKB:P40849
SPAC869.08	UniProtKB:Q9URZ1
SPCC11E10.08	UniProtKB:Q10426
SPCC162.03	UniProtKB:O74628
SPBC651.08c	UniProtKB:O94666
SPAP27G11.13c	UniProtKB:Q9P7M5
SPAC23C11.12	UniProtKB:O13916
SPBC428.03c	UniProtKB:Q01682
SPBC31F10.06c	UniProtKB:Q01475
SPAC20H4.02	UniProtKB:Q9HE10
SPAC1805.13	UniProtKB:O94238
SPAC3H5.09c	UniProtKB:Q6LA55
SPAC17G8.07	UniProtKB:Q10319
SPBC409.04c	UniProtKB:Q9Y738
SPCC11E10.06c	UniProtKB:Q9USP1
SPBC577.02	UniProtKB:Q9USR7
SPAC15F9.02	UniProtKB:Q10099
SPAC23C4.05c	UniProtKB:O94559
SPCC594.05c	UniProtKB:O74508
SPAC1565.01	UniProtKB:Q9P3B2
SPAC3C7.04	UniProtKB:O14130
SPAC1B3.06c	UniProtKB:O13871
SPBC3B8.07c	UniProtKB:O59715
SPAC27F1.09c	UniProtKB:Q10178
SPBC21H7.03c	UniProtKB:O60172
SPAC3A12.07	UniProtKB:P87123
SPAC926.09c	UniProtKB:Q9UUG0
SPAC2F7.10	UniProtKB:Q09701
SPBPB8B6.06c	UniProtKB:Q9UTS8
SPCP1E11.02	UniProtKB:Q9UU85
SPBC887.01	UniProtKB:O94286
SPCC10H11.01	UniProtKB:Q9P7C7
SPBC530.03c	UniProtKB:O59739
SPAC343.13	UniProtKB:Q9UT77
SPAC688.04c	UniProtKB:Q9P6M1
SPAC31G5.14	UniProtKB:O14110
SPAC3H8.03	UniProtKB:Q10139
SPBC19C7.12c	UniProtKB:O60160
SPAC3G9.08	UniProtKB:O42871
SPAC17G6.06	UniProtKB:O13784
SPAC3G6.04	UniProtKB:Q09100
SPAC664.01c	UniProtKB:P40381
SPCC188.11	UniProtKB:Q09882
SPBC713.08	UniProtKB:Q9C1W7
SPBC36.04	UniProtKB:O59701
SPBC3D6.12	UniProtKB:P87177
SPAC1834.06c	UniProtKB:Q9P7Q8
SPBC660.07	UniProtKB:O42893
SPAC1B3.02c	UniProtKB:O13868
SPCC1682.16	UniProtKB:O74445
SPCC191.04c	UniProtKB:Q9Y7P8
SPAC4G8.12c	UniProtKB:Q09837
SPBC106.09	UniProtKB:Q9URV2
SPBC13G1.14c	UniProtKB:Q1MTR2
SPAC890.07c	UniProtKB:Q9URX7
SPAC630.05	UniProtKB:Q9UUH7
SPCC1672.08c	UniProtKB:P79011
SPBC1734.12c	UniProtKB:Q9USD4
SPAC343.12	UniProtKB:P53693
SPAC3A11.02	UniProtKB:P41000
SPAC23C4.03	UniProtKB:O13924
SPCC569.05c	UniProtKB:Q9Y7S4
SPAC4F10.17	UniProtKB:O36029
SPBC4C3.08	UniProtKB:O43061
SPAC7D4.09c	UniProtKB:O14264
SPAC4F8.06	UniProtKB:O14182
SPBC21C3.16c	UniProtKB:Q9P7K8
SPCC1494.07	UniProtKB:O60081
SPCC132.04c	UniProtKB:Q9USN5
SPBC1D7.05	UniProtKB:P28829
SPBC16H5.07c	UniProtKB:P23636
SPBP18G5.02	UniProtKB:Q9HDW1
SPAC23H4.12	UniProtKB:O13953
SPBC1348.06c	UniProtKB:Q9P3V4
SPAC926.07c	UniProtKB:Q9UR05
SPAC29E6.10c	UniProtKB:Q09863
SPAC630.08c	UniProtKB:Q9UUH4
SPBC29A10.04	UniProtKB:O94383
SPAC17H9.14c	UniProtKB:O13811
SPCC14G10.02	UniProtKB:O74415
SPAC6F12.13c	UniProtKB:O14230
SPAC5D6.01	UniProtKB:O14469
SPBC646.06c	UniProtKB:O94510
SPAC26A3.16	UniProtKB:Q10169
SPAC23G3.09	UniProtKB:Q9P7S4
SPBC649.04	UniProtKB:P40388
SPBC119.05c	UniProtKB:O43125
SPAC17G6.14c	UniProtKB:O13792
SPBC3B9.04	UniProtKB:O43033
SPAC26F1.08c	UniProtKB:Q10495
SPAC27E2.04c	UniProtKB:O13999
SPAC19A8.08	UniProtKB:O13824
SPBC1711.04	UniProtKB:Q9P786
SPBC1718.01	UniProtKB:P87060
SPCC4F11.05	UniProtKB:Q9UT66
SPAC13G7.12c	UniProtKB:Q10276
SPAC9.04	UniProtKB:Q05654
SPAC23H3.13c	UniProtKB:Q04665
SPAC27E2.12	UniProtKB:Q2EEM0
SPAC105.01c	UniProtKB:Q9P7I1
SPAC4H3.07c	UniProtKB:Q10215
SPBC2D10.04	UniProtKB:O74798
SPBC646.14c	UniProtKB:O43114
SPAC4A8.16c	UniProtKB:O14164
SPBC1105.13c	UniProtKB:Q9Y816
SPAC1296.05c	UniProtKB:O94612
SPBC1198.10c	UniProtKB:Q9P6I0
SPAC1751.02c	UniProtKB:Q9US30
SPBC11G11.02c	UniProtKB:Q9USZ7
SPCC24B10.04	UniProtKB:Q9P7K1
SPCC1393.04	UniProtKB:O94716
SPAC11E3.04c	UniProtKB:O13685
SPAC2F3.09	UniProtKB:O14092
SPAC17C9.08	UniProtKB:Q10480
SPAC1805.04	UniProtKB:Q9UTH0
SPAC29B12.02c	UniProtKB:O14026
SPAC1142.05	UniProtKB:Q9P7F9
SPCC1235.11	UniProtKB:O74847
SPAC23C11.05	UniProtKB:P19117
SPCC794.07	UniProtKB:O59816
SPBC16H5.02	UniProtKB:O42938
SPBC582.07c	UniProtKB:Q10335
SPAC11D3.01c	UniProtKB:Q10080
SPBC31F10.02	UniProtKB:P87304
SPAC607.09c	UniProtKB:Q9US09
SPAC144.12	UniProtKB:Q9UTL3
SPAC27F1.02c	UniProtKB:Q02088
SPBC1734.08	UniProtKB:O74749
SPBC19F8.08	UniProtKB:P87158
SPAC30D11.03	UniProtKB:Q09903
SPAC18B11.06	UniProtKB:Q09713
SPAC25G10.09c	UniProtKB:Q10172
SPCC613.05c	UniProtKB:O74904
SPBC354.09c	UniProtKB:O43023
SPBC800.06	UniProtKB:Q9HGL6
SPBC16A3.13	UniProtKB:O42918
SPAC56E4.06c	UniProtKB:O14194
SPBC2G2.17c	UniProtKB:O43015
SPCC74.06	UniProtKB:O74539
SPAC3G6.13c	UniProtKB:Q9Y710
SPCC330.03c	UniProtKB:O74875
SPBC23G7.10c	UniProtKB:O94467
SPBC146.03c	UniProtKB:P41004
SPAPB17E12.04c	UniProtKB:Q9HFR0
SPBC2G5.07c	UniProtKB:O94285
SPAPB24D3.01	UniProtKB:Q9C0Z1
SPAC3H1.03	UniProtKB:Q10069
SPCC970.10c	UniProtKB:O74563
SPBC1685.04	UniProtKB:O74324
SPBC530.01	UniProtKB:O59737
SPBC3D6.04c	UniProtKB:P87169
SPCC306.08c	UniProtKB:Q9Y7R8
SPBC1815.01	UniProtKB:P40370
SPAC8E11.04c	UniProtKB:O42881
SPAC23C4.10	UniProtKB:O13930
SPBC26H8.01	UniProtKB:P40998
SPAC29E6.06c	UniProtKB:Q09860
SPAC3H5.08c	UniProtKB:Q6LA54
SPAC4G8.04	UniProtKB:Q09830
SPAP8A3.14c	UniProtKB:Q9UT03
SPAC27F1.05c	UniProtKB:Q10174
SPAC13G7.02c	UniProtKB:Q10265
SPBC4B4.09	UniProtKB:O74970
SPCC550.05	UniProtKB:Q53EK2
SPCC1020.09	UniProtKB:O59762
SPCC962.01	UniProtKB:O14065
SPAP11E10.01	UniProtKB:Q9HDZ0
SPBC336.15	UniProtKB:Q1MTN3
SPBC19G7.17	UniProtKB:O42965
SPAC20G8.01	UniProtKB:P12000
SPBC21B10.11	UniProtKB:Q9USW6
SPBC24C6.08c	UniProtKB:O74769
SPBC27B12.14	UniProtKB:Q9USV6
SPBC3D6.03c	UniProtKB:P87168
SPAC26F1.03	UniProtKB:Q10489
SPCC1223.15c	UniProtKB:Q50HP3
SPBC8D2.10c	UniProtKB:O13648
SPBC409.20c	UniProtKB:Q9Y876
SPAC4F10.02	UniProtKB:O36014
SPAC6G10.09	UniProtKB:O14255
SPCC31H12.07	UniProtKB:O74873
SPBC354.08c	UniProtKB:O43022
SPBC26H8.07c	UniProtKB:P05219
SPCC830.08c	UniProtKB:Q9UU91
SPAC56F8.16	UniProtKB:Q04635
SPCC895.03c	UniProtKB:O94530
SPBC839.02	UniProtKB:Q8WZK5
SPCP31B10.07	UniProtKB:O14460
SPAC22H10.02	UniProtKB:Q10296
SPCC1322.08	UniProtKB:O94547
SPAC11G7.03	UniProtKB:O13696
SPBC18E5.06	UniProtKB:P05764
SPAC56E4.05	UniProtKB:O14193
SPAC1B3.14	UniProtKB:P50515
SPBP4G3.02	UniProtKB:P08091
SPAC1527.01	UniProtKB:Q09854
SPBC646.05c	UniProtKB:P36596
SPCC191.11	UniProtKB:O59852
SPCC18.02	UniProtKB:O74852
SPBC16E9.15	UniProtKB:O14330
SPAC1782.01	UniProtKB:Q9P7H8
SPAC4F10.07c	UniProtKB:O36019
SPAC212.08c	UniProtKB:Q9HGP7
SPAC1A6.01c	UniProtKB:O13855
SPAC24B11.05	UniProtKB:Q09893
SPBC25H2.13c	UniProtKB:P87154
SPBC25H2.08c	UniProtKB:P87149
SPBC83.12	UniProtKB:O94696
SPCC1840.11	UniProtKB:O59821
SPAC23C11.13c	UniProtKB:O13917
SPAC20G4.06c	UniProtKB:P78929
SPBC800.04c	UniProtKB:Q9HGL8
SPAC637.04	UniProtKB:O94441
SPCC126.05c	UniProtKB:O94398
SPBC1861.01c	UniProtKB:Q9USR9
SPBC1709.09	UniProtKB:O74734
SPBC31F10.16	UniProtKB:P87317
SPCC1442.16c	UniProtKB:O74489
SPAC3A11.13	UniProtKB:O14450
SPBC28F2.07	UniProtKB:Q9USV1
SPAC1002.09c	UniProtKB:O00087
SPBC651.03c	UniProtKB:O94661
SPAC2C4.07c	UniProtKB:O14040
SPAC11E3.06	UniProtKB:P78926
SPAC25B8.06c	UniProtKB:Q9UTB2
SPCC11E10.02c	UniProtKB:Q9USP5
SPBC800.07c	UniProtKB:Q9HGL5
SPCC1840.12	UniProtKB:Q7LL00
SPBC609.04	UniProtKB:O94528
SPBC18H10.19	UniProtKB:O60149
SPCC1281.04	UniProtKB:O94521
SPBC651.09c	UniProtKB:O94667
SPBC17G9.13c	UniProtKB:Q9UUD9
SPAC1B3.01c	UniProtKB:O13867
SPCC1795.12c	UniProtKB:O59776
SPBC1348.05	UniProtKB:Q9P3V5
SPBC31E1.01c	UniProtKB:O94649
SPAC1751.01c	UniProtKB:O14367
SPAC56F8.07	UniProtKB:Q10255
SPAC926.08c	UniProtKB:Q9UUG1
SPCC569.08c	UniProtKB:Q9UUK7
SPAC24B11.12c	UniProtKB:Q09891
SPCC16C4.07	UniProtKB:O74452
SPCC1620.14c	UniProtKB:O94421
SPCC1281.06c	UniProtKB:O94523
SPAC959.09c	UniProtKB:Q9P4W7
SPAC23C4.04c	UniProtKB:A6X970
SPCC162.04c	UniProtKB:O74420
SPBC13G1.03c	UniProtKB:O60065
SPBC16C6.07c	UniProtKB:O42931
SPAC23C4.13	UniProtKB:O13932
SPAC688.03c	UniProtKB:Q9P6M2
SPBC17G9.09	UniProtKB:Q09130
SPBPJ4664.04	UniProtKB:Q96WV5
SPBC12C2.14c	UniProtKB:Q9C0X4
SPCC830.11c	UniProtKB:Q9UU88
SPBC119.13c	UniProtKB:O42904
SPBC13E7.10c	UniProtKB:Q9P6R0
SPAC13D6.02c	UniProtKB:P36627
SPCC31H12.04c	UniProtKB:O75000
SPAC22F8.08	UniProtKB:Q9UUI5
SPCC1223.03c	UniProtKB:O14400
SPBC3B9.17	UniProtKB:O43045
SPAC24C9.10c	UniProtKB:O13970
SPAC23G3.11	UniProtKB:Q9P7S2
SPCC550.02c	UniProtKB:O59800
SPCC1494.06c	UniProtKB:O60080
SPBC1539.02	UniProtKB:Q9Y7Z6
SPBC12C2.09c	UniProtKB:Q09749
SPAC222.15	UniProtKB:Q9HGK2
SPBC30B4.06c	UniProtKB:O13670
SPBC215.10	UniProtKB:O94314
SPAC25B8.14	UniProtKB:Q10290
SPBP23A10.06	UniProtKB:Q9P7X9
SPBC1773.02c	UniProtKB:O94561
SPAC9E9.08	UniProtKB:P36632
SPBC1289.02c	UniProtKB:O43120
SPAC23D3.08	UniProtKB:Q09848
SPBC32F12.05c	UniProtKB:O74370
SPAC8C9.10c	UniProtKB:O14279
SPAC27D7.12c	UniProtKB:O42666
SPAC4F10.03c	UniProtKB:O36015
SPBC23E6.10c	UniProtKB:O60185
SPAC32A11.01	UniProtKB:Q10326
SPAC6C3.05	UniProtKB:Q10308
SPAC1142.07c	UniProtKB:Q9P7F7
SPAC2E1P5.01c	UniProtKB:Q9P7C3
SPAC6F6.12	UniProtKB:O14243
SPAC4G9.17c	UniProtKB:Q10234
SPMIT.01	UniProtKB:P07657
SPCC1450.02	UniProtKB:Q9Y7N0
SPAC3H8.02	UniProtKB:Q10138
SPCC576.10c	UniProtKB:O74894
SPBC16E9.12c	UniProtKB:O14327
SPBC6B1.09c	UniProtKB:O43070
SPBP8B7.14c	UniProtKB:O94263
SPCC1442.03	UniProtKB:Q76PC3
SPAC806.02c	UniProtKB:Q9UT57
SPAC22F3.13	UniProtKB:Q09778
SPBC244.02c	UniProtKB:O60188
SPAC4G9.02	UniProtKB:Q10236
SPAC15A10.06	UniProtKB:O13726
SPBC1703.05	UniProtKB:Q9P7W5
SPCC18.09c	UniProtKB:O74859
SPBC1711.13	UniProtKB:Q9P777
SPBC16D10.07c	UniProtKB:O94640
SPBC651.05c	UniProtKB:O94663
SPBC16E9.05	UniProtKB:O14321
SPBC3H7.14	UniProtKB:O74389
SPAC2E1P3.04	UniProtKB:Q9P7F2
SPCC736.05	UniProtKB:Q7Z9I5
SPBC1347.08c	UniProtKB:O94627
SPBP22H7.03	UniProtKB:O13619
SPCC338.03c	UniProtKB:A6X993
SPAC5D6.12	UniProtKB:O14204
SPBP8B7.24c	UniProtKB:O94272
SPAC17A2.07c	UniProtKB:O13757
SPAC212.01c	UniProtKB:Q9HGQ1
SPBC649.05	UniProtKB:O59755
SPAC821.03c	UniProtKB:Q9UT50
SPAC644.17c	UniProtKB:Q9P6P6
SPAC144.07c	UniProtKB:Q9UTL7
SPAP27G11.12	UniProtKB:Q9P7M6
SPAC17A2.10c	UniProtKB:O13760
SPBC1A4.09	UniProtKB:O74343
SPBC21.03c	UniProtKB:O94645
SPCC757.07c	UniProtKB:P55306
SPBC16E9.09c	UniProtKB:O14324
SPBC1198.01	UniProtKB:Q9P6I8
SPAC19B12.06c	UniProtKB:Q9P375
SPBC725.17c	UniProtKB:O94332
SPAPB17E12.12c	UniProtKB:Q8TFH2
SPAC26A3.05	UniProtKB:Q10161
SPBC16D10.04c	UniProtKB:Q9URU2
SPAC1783.05	UniProtKB:Q9US25
SPAC23C11.11	UniProtKB:P40231
SPAC31G5.15	UniProtKB:O14111
SPBC18H10.12c	UniProtKB:O60143
SPBC15D4.14	UniProtKB:O74319
SPAC17G8.02	UniProtKB:Q10314
SPAC4F8.02c	UniProtKB:O14178
SPAC4F10.08	UniProtKB:O36020
SPCC188.12	UniProtKB:Q09883
SPBC1773.09c	UniProtKB:O94566
SPBC27B12.02	UniProtKB:O42995
SPBP4H10.15	UniProtKB:Q9P7D4
SPAC1486.01	UniProtKB:Q9UQX0
SPCC1919.12c	UniProtKB:O94479
SPAC13G7.08c	UniProtKB:Q10272
SPAC13G7.01c	UniProtKB:Q10231
SPCC4B3.11c	UniProtKB:Q9USK1
SPAC1039.06	UniProtKB:Q9US35
SPAP7G5.05	UniProtKB:Q9P769
SPCC16A11.01	UniProtKB:Q9Y7U1
SPAC21E11.06	UniProtKB:Q09924
SPBC1604.21c	UniProtKB:O94609
SPBC577.03c	UniProtKB:Q9USR6
SPAC22A12.05	UniProtKB:O13896
SPBC19C7.02	UniProtKB:O60152
SPCC306.06c	UniProtKB:Q9Y7R6
SPCC18.13	UniProtKB:O74863
SPBC713.09	UniProtKB:Q9C1W6
SPAC17G6.03	UniProtKB:O13781
SPBC16G5.15c	UniProtKB:O60129
SPBC1604.11	UniProtKB:O94377
SPBC1773.13	UniProtKB:O94570
SPAC5H10.04	UniProtKB:Q09670
SPAPB1E7.10	UniProtKB:Q9C0Z9
SPCC330.13	UniProtKB:O74883
SPAC6F6.16c	UniProtKB:O14246
SPAC8E11.05c	UniProtKB:O42882
SPCC794.15	UniProtKB:Q9USI0
SPCC970.09	UniProtKB:O74562
SPAC1F7.09c	UniProtKB:Q09913
SPAPYUG7.03c	UniProtKB:Q9P7Y8
SPAC20H4.01	UniProtKB:Q9HE11
SPCC1840.03	UniProtKB:O74476
SPAC3A12.08	UniProtKB:P87124
SPBC1604.14c	UniProtKB:P50527
SPAC144.01	UniProtKB:Q9UTM1
SPAC2F3.14c	UniProtKB:O14097
SPBC409.13	UniProtKB:Q9UUB1
SPAC30D11.08c	UniProtKB:Q09908
SPAC750.03c	UniProtKB:Q9P3E7
SPCC1235.06	UniProtKB:O74843
SPBC13G1.07	UniProtKB:O60069
